_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,Rper,LPH,w,dP/P
291.64468,42.75479,7199884,6173,4.54,1.1617,23.786,0.098,1186.43,0.645,0.35,0.0041200706
291.33752,42.75703,7198846,5379,4.48,0.9326,0.57,0.005,970.54,0.725,0.4091,0.0087719298
288.41675,42.7136,7189825,5311,4.56,0.9148,27.571,0.743,1134.4,0.335,0.26,0.0269486054
287.96613,42.71213,7188669,4929,4.39,0.8158,14.894,0.173,11238.22,1.271,0.7163,0.0116154156
286.74234,42.72734,7185757,4780,4.2,0.7767,23.935,0.082,7065.24,1.143,0.6176,0.0034259453
286.34454,42.7037,7184806,5045,4.38,0.8459,28.823,0.922,2321.87,0.504,0.3731,0.0319883426
285.83261,42.70217,7183671,6264,4.47,1.192,6.917,0.008,734.75,0.35,0.2918,0.0011565708
281.07526,42.72125,7173695,5112,4.65,0.8632,11.011,0.119,6021.56,0.906,0.5017,0.0108073744
297.00391,42.68893,7137234,5767,4.63,1.0383,7.077,0.008,11304.53,1.128,0.6411,0.0011304225
295.59329,42.63221,7131344,6207,4.29,1.1729,1.751,0.008,791.79,0.469,0.3141,0.0045688178
295.26492,42.65127,7129999,5696,4.21,1.0182,12.531,0.042,10718.91,1.235,0.6731,0.0033516878
295.17963,42.69708,7129635,6423,4.31,1.2478,12.31,0.016,1162.05,1.186,0.5932,0.0012997563
293.79956,42.67776,7124489,5831,4.45,1.0566,17.013,0.148,878.57,0.635,0.4354,0.00869923
293.69946,42.6932,7124119,4856,4.36,0.7967,10.277,0.008,24212.12,1.297,0.677,0.0007784373
293.40515,42.67212,7123092,5168,4.3,0.8777,7.671,0.014,12757.09,1.365,0.7049,0.0018250554
293.24957,42.67485,7122598,6436,4.44,1.2526,4.229,0.056,1463.15,0.404,0.3376,0.0132419012
292.77463,42.67949,7121057,5029,4.74,0.8418,15.354,0.08,13946.29,1.426,0.6976,0.0052103686
292.5777,42.66537,7120347,5521,4.43,0.9704,21.742,0.462,3897.25,0.621,0.4311,0.0212491951
292.12869,42.6041,7118825,5488,4.39,0.9615,19.946,0.179,2733.89,0.601,0.4284,0.0089742304
291.95773,42.68608,7118340,4353,4.37,0.6844,22.423,0.208,14631.93,0.978,0.6015,0.0092761896
291.72177,42.6116,7117532,5776,4.53,1.0408,5.082,0.036,14253.74,1.48,0.7715,0.0070838253
291.27637,42.69265,7116137,6400,4.28,1.2395,6.228,0.121,2277.79,0.615,0.4299,0.0194283879
289.38474,42.68349,7110037,6352,4.4,1.2224,4.607,0.108,2273.26,0.682,0.4968,0.0234425874
289.04312,42.6674,7109052,5902,4.48,1.0775,10.573,0.215,4130.33,0.852,0.558,0.0203348151
288.57193,42.60878,7107762,4967,4.38,0.8257,0.543,0.003,39877.12,1.508,0.7078,0.0055248619
286.76013,42.61438,7103083,4207,4.67,0.6255,18.675,0.033,4989.98,0.907,0.5308,0.0017670683
283.1225,42.65092,7095058,4920,4.09,0.8135,9.191,0.014,28305.41,1.385,0.7152,0.0015232292
282.44327,42.69208,7093599,4095,4.58,0.5806,20.049,0.104,2348.3,0.99,0.5849,0.0051872911
281.42593,42.68672,7091649,3793,4.75,0.4623,54.083,1.205,2301.45,0.661,0.3343,0.0222805688
296.39789,42.55036,7050682,5463,4.51,0.9549,32.302,2.475,1201.27,0.457,0.2637,0.0766206427
295.0993,42.57244,7045042,6492,4.26,1.2733,3.057,0.014,1841.01,0.682,0.49,0.0045796533
293.45615,42.57004,7039052,5947,4.43,1.0909,8.683,0.018,13703.53,1.063,0.6499,0.0020730162
293.09009,42.58335,7037766,5626,4.89,0.9989,26.842,0.126,742.85,0.972,0.5163,0.0046941361
292.89529,42.55123,7037146,5813,4.5,1.0514,11.241,0.031,8732.8,1.189,0.6708,0.0027577618
292.7804,42.50667,7036755,4353,4.48,0.6844,3.78,0.006,65192.1,1.583,0.7718,0.0015873016
289.23126,42.53478,7025479,5409,4.56,0.9405,11.878,0.132,8648.34,1.323,0.7128,0.011112982
289.05515,42.54763,7024901,5060,4.45,0.8498,9.261,0.197,14944.55,1.37,0.7166,0.0212720009
288.83621,42.51473,7024249,4950,4.15,0.8213,40.466,2.711,1029.73,0.506,0.272,0.0669945139
288.78696,42.55463,7024108,5119,4.26,0.8651,7.353,0.013,17173.47,1.4,0.7161,0.0017679859
286.42371,42.54216,7018370,5961,4.32,1.0951,9.974,0.015,13136.36,1.362,0.6964,0.0015039102
286.31009,42.5658,7018131,4902,4.27,0.8088,10.655,0.013,15678.2,1.434,0.76,0.0012200845
285.83789,42.54981,7017065,6045,4.22,1.1209,8.567,0.011,7266.4,1.232,0.6774,0.0012839967
284.16357,42.57761,7013575,4753,4.46,0.7695,23.758,0.079,8079.98,1.145,0.6206,0.0033251957
298.66061,42.48045,6976424,4787,4.4,0.7785,34.044,0.583,4558.53,0.389,0.2798,0.0171248972
296.60434,42.49234,6966566,5034,4.11,0.8431,25.066,0.198,5700.59,0.774,0.5154,0.0078991463
296.41626,42.45566,6965761,4874,4.26,0.8014,23.613,0.305,4699.08,0.815,0.5273,0.0129166137
292.34784,42.46966,6950283,5473,4.54,0.9575,21.896,0.569,1756.49,0.631,0.4426,0.0259864815
283.94736,42.44394,6927711,5318,4.5,0.9167,24.86,0.512,3495.87,0.455,0.3355,0.0205953339
282.75366,42.43982,6925135,4636,4.27,0.738,16.098,0.094,7165.4,1.073,0.6016,0.0058392347
281.46448,42.44927,6922550,5370,4.53,0.9303,7.197,0.003,21191.6,1.394,0.7324,0.0004168404
298.55585,42.32109,6890293,5382,4.42,0.9334,31.25,2.137,1239.84,0.471,0.2875,0.068384
296.26178,42.38286,6879914,5926,4.41,1.0846,7.563,0.163,3200.83,0.847,0.5307,0.0215522941
295.88623,42.37777,6878207,5227,4.62,0.893,26.407,1.669,1823.31,0.604,0.4165,0.0632029386
295.7056,42.35205,6877404,5917,4.34,1.0819,2.097,0.007,24882.94,1.283,0.6719,0.0033381021
294.12329,42.30555,6871027,5416,4.55,0.9424,8.248,0.02,12978.17,1.069,0.5932,0.0024248303
292.97177,42.3982,6867005,6449,4.59,1.2573,1.818,0.03,1054.97,0.348,0.2658,0.0165016502
292.5159,42.33322,6865416,5222,4.44,0.8917,3.302,0.003,51098.82,1.522,0.7495,0.0009085403
290.74387,42.37829,6859619,6445,4.3,1.2559,9.33,0.143,864.57,0.518,0.3324,0.0153269025
288.26117,42.33183,6851927,5252,4.76,0.8995,25.714,0.436,1257.24,0.927,0.5272,0.016955744
288.17548,42.31966,6851708,5336,4.81,0.9214,10.385,0.051,6216.05,1.297,0.7133,0.0049109292
288.08862,42.36461,6851483,4095,4.38,0.5806,21.785,0.033,5100.61,1.51,0.6899,0.0015148038
284.25995,42.30496,6842620,4817,4.31,0.7865,24.617,0.427,10457.52,0.904,0.5714,0.0173457367
284.23758,42.31729,6842569,4983,4.39,0.8298,8.35,0.007,11402.37,1.315,0.675,0.0008383234
283.90128,42.36398,6841854,5806,4.5,1.0494,14.532,0.28,1272.2,0.543,0.396,0.0192678227
282.3082,42.33622,6838446,5716,4.5,1.0238,13.103,0.033,11312.9,1.059,0.6334,0.0025185072
281.55084,42.35648,6837050,5237,4.62,0.8956,25.395,0.466,1735.63,0.485,0.3506,0.0183500689
297.7858,42.25195,6801296,4612,4.09,0.7314,22.621,0.195,17947.49,1.41,0.6644,0.0086203086
295.56915,42.28247,6791165,6015,4.37,1.1116,11.822,0.128,550.96,0.318,0.2573,0.0108272712
294.26282,42.28094,6785967,6439,4.28,1.2537,23.87,0.073,739.75,0.965,0.4847,0.0030582321
293.96268,42.27928,6784787,4907,4.13,0.8101,27.187,0.93,4734.22,0.735,0.4921,0.0342075257
293.45728,42.22914,6782944,6193,4.51,1.1683,9.675,0.228,623.94,0.441,0.334,0.0235658915
292.6904,42.26355,6780263,5680,4.67,1.0138,19.962,1.684,2207.58,0.537,0.3845,0.0843602845
290.97958,42.28506,6774726,4049,4.47,0.5622,16.575,0.026,8674.32,1.199,0.6702,0.0015686275
288.86148,42.25821,6768125,6366,4.2,1.2274,6.197,0.145,2902.51,0.781,0.5129,0.0233984186
288.78918,42.23362,6767897,5423,4.28,0.9442,19.704,0.031,10938.23,1.006,0.5875,0.0015732846
287.74545,42.28293,6765121,5537,4.73,0.9747,23.787,0.395,2640.01,0.432,0.3149,0.016605709
287.68216,42.25791,6764977,5410,4.94,0.9408,16.388,0.14,6002.25,0.985,0.6197,0.0085428362
284.79437,42.27671,6758299,3887,4.72,0.4985,15.994,0.148,8764.8,1.133,0.6223,0.0092534701
284.72644,42.20814,6758178,5884,4.59,1.0721,12.644,0.172,4286.26,0.747,0.5199,0.0136032901
284.28143,42.21182,6757116,5640,4.56,1.0027,23.541,0.077,1396.83,0.962,0.5282,0.0032708891
281.45935,42.23076,6751266,5408,4.79,0.9403,16.794,0.093,14206.53,1.258,0.6593,0.005537692
298.24106,42.12005,6717965,4162,4.56,0.6074,43.062,1.503,3637.37,0.476,0.2747,0.0349031629
297.67566,42.12337,6715205,4632,4.46,0.7369,16.557,0.024,10008.99,1.238,0.6996,0.001449538
295.57916,42.18059,6705821,5720,4.55,1.025,5.48,0.037,22018.25,1.447,0.7595,0.0067518248
294.23099,42.17039,6700225,4260,4.68,0.6468,25.582,0.151,8863.36,1.164,0.6201,0.0059025878
293.58896,42.13486,6697690,5233,4.44,0.8946,11.243,0.027,11643.47,0.965,0.5427,0.0024014943
290.80447,42.16001,6688223,5024,4.05,0.8405,8.529,0.037,11600.58,1.127,0.5922,0.0043381405
288.71896,42.16489,6681452,5689,4.48,1.0163,10.505,0.077,10213.88,1.303,0.7039,0.0073298429
287.68207,42.17765,6678588,4263,4.57,0.648,25.531,0.022,1929.1,0.88,0.5662,0.0008616975
286.89496,42.11393,6676643,5239,4.61,0.8961,20.886,0.05,4081.34,1.321,0.6432,0.0023939481
286.60907,42.17336,6675953,5361,4.51,0.9279,19.629,0.032,936.33,1.219,0.6344,0.001630241
286.60159,42.1193,6675936,5357,4.51,0.9269,20.395,0.16,2862.93,0.618,0.4203,0.0078450601
285.29309,42.1446,6672945,5517,4.12,0.9693,18.162,0.147,3002.88,0.818,0.5434,0.0080938223
285.14771,42.16709,6672652,4942,4.5,0.8192,15.461,0.022,21263.87,1.331,0.705,0.0014229351
284.27228,42.1151,6670603,5942,4.44,1.0894,4.145,0.011,7681.85,1.42,0.746,0.0026537998
284.05948,42.19888,6670128,4849,4.27,0.7949,16.109,0.086,12269.32,1.226,0.6976,0.0053386306
283.41412,42.14816,6668608,4051,4.43,0.563,10.509,0.011,20021.41,1.314,0.6837,0.0010467219
281.83273,42.11488,6665390,5698,4.31,1.0188,15.258,0.135,1248.72,0.502,0.3546,0.0088478175
298.29871,42.08292,6632325,5833,4.36,1.0572,11.653,0.05,909.39,0.446,0.3078,0.0042907406
297.86185,42.00534,6630131,6433,4.51,1.2515,15.102,0.312,1435.1,0.7,0.3928,0.0206595153
294.70508,42.00581,6616346,6061,4.68,1.1259,9.229,0.129,2918.54,0.64,0.4643,0.0139776791
294.53528,42.09497,6615684,5963,4.62,1.0957,4.178,0.01,7613.66,1.084,0.6156,0.0023934897
293.43005,42.00466,6611650,4840,4.27,0.7925,7.85,0.006,13899.95,1.498,0.7609,0.0007643312
293.21405,42.01304,6610891,5976,4.47,1.0997,3.954,0.049,29039.14,1.524,0.777,0.0123925139
291.76822,42.05097,6605949,6211,4.41,1.1742,5.265,0.23,1452.57,0.374,0.2783,0.0436847104
290.07578,42.08478,6600477,6306,4.26,1.2064,2.596,0.013,6839.07,1.04,0.6292,0.0050077042
289.97543,42.06704,6600155,5822,4.14,1.054,15.412,0.056,402.45,0.377,0.2864,0.0036335323
289.92371,42.0174,6599993,5930,4.38,1.0858,8.698,0.086,7420.42,1.069,0.6492,0.0098873304
287.86874,42.0756,6593845,5797,4.44,1.0468,14.467,0.091,2254.84,1.286,0.6594,0.0062901776
287.74854,42.06092,6593559,5818,4.41,1.0529,5.784,0.024,11583.81,1.365,0.7319,0.0041493776
286.65204,42.05321,6590829,5126,4.6,0.8669,10.75,0.013,16204.63,1.449,0.7361,0.0012093023
286.37,42.07305,6590179,4313,4.55,0.6682,10.011,0.044,15002.67,1.169,0.6161,0.0043951653
284.2059,42.08557,6585265,5821,4.53,1.0537,15.371,0.471,4322.59,0.705,0.4863,0.0306421183
283.70837,42.01792,6584132,6093,4.47,1.136,3.803,0.02,11397.96,1.328,0.7247,0.005259006
281.70709,42.04767,6579878,5273,4.62,0.9049,15.442,0.038,24498.11,1.215,0.6769,0.0024608211
297.48541,41.95127,6543441,6158,4.39,1.1568,2.752,0.006,5277.75,1.043,0.6111,0.0021802326
293.99643,41.99814,6529357,6139,4.52,1.1507,5.998,0.471,1674.12,0.437,0.3182,0.0785261754
293.74567,41.92795,6528503,5981,4.48,1.1012,1.92,0.01,7831.42,1.14,0.6227,0.0052083333
293.73532,41.90552,6528475,5367,4.36,0.9295,6.012,0.035,18167.38,1.43,0.7384,0.00582169
293.16821,41.97812,6526672,5779,4.84,1.0417,7.829,0.008,20042.12,1.209,0.685,0.0010218419
292.65768,41.90841,6525026,6226,4.39,1.1792,13.121,0.118,2954.81,1.184,0.6051,0.008993217
291.86041,41.98882,6522546,6390,4.6,1.2359,3.368,0.024,2793.01,0.75,0.5237,0.0071258907
291.67282,41.93311,6522011,4080,4.48,0.5746,29.43,0.157,7353.07,0.83,0.53,0.0053346925
291.52158,41.96864,6521518,4758,4.3,0.7708,22.039,0.145,10958.43,0.814,0.5042,0.0065792459
291.50809,41.93825,6521467,5073,4.51,0.8532,17.224,0.027,12941.6,1.188,0.671,0.0015675801
289.94809,41.98941,6516390,6297,4.41,1.2033,6.229,0.149,635.15,0.362,0.2998,0.0239203725
288.13708,41.90639,6511203,4255,4.52,0.6448,26.831,0.019,12369.93,1.237,0.624,0.0007081361
286.89838,41.98177,6508291,5824,4.51,1.0546,16.26,0.217,3081.44,0.857,0.5315,0.0133456335
286.83887,41.97325,6508169,5531,4.61,0.973,10.836,0.028,17509.82,1.351,0.7159,0.0025839793
286.54709,41.96486,6507505,5433,4.78,0.9469,18.318,0.121,12141.64,1.295,0.6521,0.0066055246
284.49506,41.97313,6503138,6210,4.31,1.1739,17.276,0.116,1363.28,0.759,0.4299,0.0067145172
283.37811,41.91649,6500633,5417,4.66,0.9427,18.908,0.018,12902.17,1.058,0.6069,0.000951978
299.02295,41.88001,6470514,6176,4.62,1.1627,1.564,0.005,5581.2,1.183,0.6557,0.0031969309
298.68842,41.81915,6468930,6254,4.29,1.1886,5.62,0.064,2434.37,0.578,0.4273,0.0113879004
298.45728,41.84383,6467880,6132,4.49,1.1484,2.296,0.004,5210.64,1.291,0.698,0.0017421603
294.66949,41.89735,6452015,4484,4.53,0.6959,32.564,0.355,2929.15,0.693,0.4467,0.0109016091
294.36954,41.8752,6450960,6243,4.56,1.1849,18.905,0.059,1425.68,0.883,0.4735,0.0031208675
293.92773,41.81574,6449479,5451,4.49,0.9517,15.374,0.046,9277.34,1.004,0.6259,0.0029920645
292.48825,41.82331,6444851,6406,4.41,1.2417,4.746,0.027,2844.13,0.673,0.4789,0.0056890013
291.53918,41.89684,6442058,4685,4.25,0.7513,13.293,0.034,7747.29,1.182,0.6384,0.0025577372
291.37915,41.8838,6441604,5506,4.46,0.9663,7.067,0.163,2417.5,0.436,0.2532,0.0230649498
291.3403,41.87121,6441500,5746,4.52,1.0323,18.771,0.281,3295.42,0.708,0.4614,0.0149699004
290.2926,41.85688,6438333,5932,4.42,1.0864,16.27,0.658,649.24,0.397,0.2949,0.0404425323
289.84503,41.82484,6436910,5860,4.54,1.0651,14.933,0.134,3815.59,0.65,0.462,0.0089734146
289.64316,41.8868,6436327,6293,4.34,1.2019,8.716,0.125,1649.62,0.559,0.3907,0.014341441
288.11383,41.82296,6432245,3978,4.49,0.5341,16.629,0.274,1371.71,0.497,0.2819,0.0164772386
287.95053,41.86796,6431832,6078,4.42,1.1312,27.333,0.13,932.63,0.561,0.298,0.0047561556
287.55283,41.82116,6430899,4936,4.42,0.8176,7.21,0.069,1110.67,0.64,0.358,0.0095700416
286.88986,41.88518,6429436,5044,4.64,0.8457,26.076,0.283,4358.17,0.633,0.4439,0.0108528915
286.78897,41.83055,6429185,4921,4.14,0.8137,14.364,0.068,13323.43,1.084,0.6043,0.0047340574
285.19403,41.86823,6425783,4952,4.33,0.8218,3.911,0.003,96880.85,1.666,0.7909,0.0007670672
284.69379,41.86535,6424796,5518,4.42,0.9696,23.525,0.068,1117.26,1.02,0.5537,0.002890542
283.02927,41.80553,6421450,4767,4.53,0.7732,14.208,0.139,6917.12,1.188,0.6519,0.0097832207
298.08411,41.71064,6387419,5029,4.56,0.8418,15.91,0.206,10884.55,1.34,0.692,0.0129478316
297.74286,41.713,6385972,5351,4.47,0.9253,8.296,0.453,8115.38,1.117,0.6092,0.0546046287
294.01981,41.73679,6371100,3903,4.45,0.5047,29.664,0.28,14398.01,1.277,0.6289,0.0094390507
293.39212,41.77927,6368988,5161,4.4,0.8759,13.028,0.022,12370.35,1.402,0.7119,0.0016886706
293.16626,41.77666,6368235,6053,4.44,1.1234,10.278,0.187,766.63,0.37,0.2923,0.0181942012
291.73895,41.73294,6363803,5692,4.54,1.0171,24.701,0.616,1043.71,0.501,0.318,0.0249382616
290.29504,41.74828,6359598,6160,4.56,1.1575,8.646,0.108,919.34,0.329,0.2733,0.0124913255
290.10336,41.75747,6358972,6381,4.55,1.2327,5,0.096,728.01,0.46,0.3726,0.0192
290.01367,41.77165,6358667,6423,4.51,1.2478,2.147,0.041,1031.58,0.371,0.2811,0.0190964136
289.7619,41.75981,6357913,4060,4.53,0.5666,16.285,0.054,3194.99,0.836,0.4816,0.0033159349
289.26581,41.75009,6356331,6256,4.32,1.1893,6.68,0.056,567.35,0.36,0.294,0.0083832335
287.93677,41.77345,6352940,4883,4.24,0.8038,12.609,0.02,18647.43,1.153,0.6251,0.0015861686
287.46603,41.79613,6351838,4210,4.53,0.6267,42.404,0.11,3228.96,0.612,0.3476,0.0025940949
287.44449,41.74004,6351794,5405,4.38,0.9395,11.515,0.213,1219.12,0.5,0.2987,0.0184976118
287.36526,41.7309,6351629,5954,4.49,1.093,3.732,0.005,6000.34,1.098,0.6165,0.0013397642
286.63602,41.73909,6349999,4951,4.25,0.8215,8.587,0.012,15297.35,1.221,0.6325,0.0013974613
283.90662,41.76218,6344379,5238,4.01,0.8959,6.981,0.007,23626.95,1.46,0.7563,0.0010027217
282.93414,41.76484,6342486,4757,4.17,0.7706,10.989,0.05,8607.03,1.427,0.7531,0.0045500046
282.60278,41.71386,6341792,5130,4.57,0.8679,14.038,0.046,18835.19,1.073,0.6068,0.0032768201
298.62616,41.62267,6311285,5733,4.52,1.0286,13.266,0.393,3157.82,0.83,0.5489,0.0296246043
298.26913,41.60615,6309641,5795,4.31,1.0463,12.468,0.078,6308.94,0.941,0.6047,0.0062560154
296.77386,41.67366,6303119,6477,4.36,1.2677,2.683,0.019,2763.81,0.858,0.5731,0.007081625
296.33868,41.63086,6301204,5983,4.28,1.1018,6.695,0.004,15468.36,1.18,0.684,0.0005974608
294.24945,41.63785,6292949,6359,4.33,1.2249,1.805,0.004,4984.05,1.313,0.7277,0.0022160665
292.11417,41.63669,6285985,6173,4.46,1.1617,6.269,0.621,1104.41,1.241,0.6874,0.0990588611
291.71301,41.65705,6284778,6310,4.43,1.2078,2.874,0.006,3769.46,0.899,0.5725,0.0020876827
289.74387,41.60412,6278728,6423,4.48,1.2478,4.207,0.077,513.02,0.297,0.254,0.0183028286
289.5343,41.60994,6278032,6117,4.74,1.1436,14.948,0.084,2228.38,0.89,0.5085,0.0056194809
289.39316,41.6967,6277594,6118,4.45,1.1439,7.303,0.073,507.83,0.36,0.2716,0.0099958921
286.86325,41.64276,6271442,6348,4.32,1.221,4.099,0.089,476.48,0.414,0.3205,0.0217126128
285.63376,41.68882,6268920,6148,4.48,1.1536,9.208,0.091,763.15,0.3,0.2553,0.0098827107
285.09872,41.61861,6267900,5940,4.55,1.0888,14.511,0.745,1089.63,0.375,0.3032,0.0513403625
282.51758,41.66104,6262628,5592,4.9,0.9896,22.803,1.077,1845.6,0.337,0.2621,0.0472306275
297.50146,41.54785,6226556,5436,4.41,0.9477,9.101,0.087,16092.06,1.399,0.7441,0.0095593891
297.36865,41.51503,6225898,6428,4.54,1.2496,2.927,0.024,3479.93,0.945,0.6114,0.0081995217
296.79706,41.54542,6223262,6226,4.2,1.1792,6.897,0.198,692.4,0.386,0.3092,0.028708134
296.27747,41.56978,6221004,6011,4.21,1.1104,11.952,0.15,3337.03,0.82,0.5299,0.0125502008
294.57104,41.53917,6214118,4903,4.71,0.809,22.046,0.123,8993.48,1.051,0.6177,0.0055792434
294.5683,41.52595,6214108,6075,4.43,1.1303,8.659,0.235,971.35,0.357,0.2715,0.0271393925
294.54105,41.55046,6214028,5208,4.58,0.8881,17.037,0.031,17235.82,1.093,0.6555,0.0018195692
294.3768,41.54989,6213405,5115,4.38,0.864,17.902,0.009,15411.76,1.34,0.6665,0.0005027371
293.86176,41.51515,6211547,6240,4.37,1.1839,4.87,0.026,3523.2,0.684,0.4765,0.005338809
293.14719,41.57587,6209179,4840,4.39,0.7925,25.659,0.109,10081.29,0.932,0.5623,0.0042480221
292.9877,41.52352,6208655,5901,4.37,1.0772,11.932,0.018,6566.26,1.161,0.6487,0.0015085484
292.63971,41.5918,6207535,5705,4.62,1.0208,17.93,0.247,4433.78,0.622,0.4425,0.0137757948
292.37616,41.56246,6206665,6006,4.43,1.1088,1.414,0.003,12255.79,1.689,0.7991,0.0021216407
289.88803,41.52787,6198885,5302,4.33,0.9125,23.818,0.201,5350.17,0.937,0.5432,0.0084389957
289.86023,41.58632,6198776,5475,4.65,0.958,7.349,0.328,8631.11,1.128,0.6197,0.0446319227
289.57599,41.53125,6197810,4856,4.13,0.7967,7.067,0.037,757.28,0.9,0.4872,0.0052356021
289.48517,41.53129,6197539,6093,4.46,1.136,8.756,0.065,4061.7,0.949,0.5946,0.007423481
285.92972,41.50216,6188789,5803,4.19,1.0486,9.149,0.013,11906.98,1.425,0.7247,0.0014209203
297.97824,41.4096,6147108,6213,4.38,1.1749,2.799,0.075,1446.55,0.393,0.2712,0.026795284
297.01935,41.40143,6143078,4910,4.14,0.8109,13.747,0.007,16853.15,1.171,0.6447,0.000509202
296.31317,41.40265,6139835,6168,4.5,1.1601,10.128,0.228,2603.95,0.615,0.4273,0.0225118483
296.23721,41.43147,6139483,6313,4.42,1.2088,2.033,0.004,1221.6,1.124,0.6561,0.0019675357
294.17917,41.45007,6131295,4958,3.98,0.8234,8.443,0.01,9819.78,1.228,0.6351,0.0011844131
294.06009,41.41873,6130876,5796,4.57,1.0465,4.542,0.063,22219.87,1.381,0.7246,0.0138705416
293.71854,41.4013,6129696,5864,4.14,1.0663,4.029,0.016,8947.4,1.077,0.6015,0.0039712087
293.53647,41.41871,6129077,6146,4.55,1.1529,7.409,0.068,601.95,0.323,0.2504,0.0091780267
292.78571,41.4066,6126608,6307,4.23,1.2068,20.101,0.119,966.55,0.596,0.3278,0.0059201035
291.94763,41.46291,6123953,4070,4.5,0.5706,32.072,0.903,2438.58,0.516,0.3586,0.0281554003
289.93814,41.48253,6117654,6099,4.35,1.1379,6.591,0.138,868.77,0.493,0.3531,0.0209376422
287.38916,41.48018,6110816,5352,4.15,0.9256,22.197,0.605,2769.53,0.735,0.4981,0.0272559355
287.03513,41.43816,6109998,5791,4.54,1.0451,19.577,0.055,939.31,0.428,0.3089,0.0028094192
285.50937,41.47731,6106623,5729,4.07,1.0275,23.687,0.082,1126.77,0.86,0.4851,0.0034618145
284.84479,41.47825,6105180,5942,4.47,1.0894,14.653,0.349,1918.2,0.465,0.3528,0.0238176483
299.40942,41.35639,6072388,5564,4.63,0.982,20.183,0.158,2035.68,0.592,0.4302,0.0078283704
299.29846,41.37845,6071791,5817,4.46,1.0526,2.673,0.029,2367.5,0.842,0.4892,0.0108492331
299.10129,41.39431,6070740,6079,4.42,1.1315,13.537,0.074,2768.16,1.246,0.6326,0.0054664992
299.06979,41.38838,6070594,5750,4.59,1.0334,11.431,0.115,1530.71,0.469,0.3114,0.0100603622
297.11148,41.39617,6062185,5664,4.66,1.0093,15.327,0.268,1002.67,0.454,0.3142,0.0174854831
297.10742,41.38733,6062157,5335,4.36,0.9211,16.019,0.182,6856.14,0.937,0.5762,0.0113615082
295.99588,41.34285,6057293,5791,4.65,1.0451,6.937,0.042,9101.51,1.287,0.71,0.0060544904
293.78107,41.32624,6048834,6284,4.69,1.1988,3.683,0.203,1756.07,0.558,0.3973,0.0551181102
293.66528,41.30106,6048439,6366,4.58,1.2274,2.123,0.053,883.04,0.366,0.2671,0.0249646726
293.43466,41.32252,6047663,5822,4.56,1.054,22.166,0.202,887.1,0.783,0.4562,0.009113056
293.28314,41.32937,6047142,5838,4.59,1.0587,7.351,0.009,13698.85,1.184,0.673,0.0012243232
292.7149,41.36542,6045323,5211,4.58,0.8889,25.838,0.076,5171.84,0.907,0.5226,0.0029414041
292.53812,41.33415,6044739,5792,4.38,1.0454,18.973,0.565,807.29,0.347,0.2678,0.0297791599
292.04434,41.33667,6043099,5196,4.51,0.885,19.735,0.251,7201.61,0.784,0.4995,0.0127185204
292.01419,41.32422,6043010,6149,4.52,1.1539,11.275,0.181,1211.02,0.569,0.3935,0.0160532151
291.93637,41.36623,6042798,6300,4.33,1.2043,5.68,0.086,714.54,0.524,0.405,0.0151408451
289.9801,41.39621,6036770,5380,4.35,0.9329,14.967,0.1,18118.83,1.064,0.6432,0.0066813657
289.17108,41.37041,6034341,4244,4.63,0.6404,30.115,0.228,3753.66,0.731,0.4936,0.0075709779
286.98694,41.31107,6029002,5221,4.89,0.8914,9.939,0.016,30322.85,1.509,0.7363,0.0016098199
285.66306,41.38201,6026213,5249,4.93,0.8987,31.937,1.72,2132.39,0.463,0.2875,0.0538560291
284.65729,41.37493,6024170,5833,4.57,1.0572,6.671,0.008,8457.12,1.371,0.746,0.0011992205
283.63721,41.3464,6022110,6307,4.26,1.2068,2.813,0.187,4880.52,0.969,0.6023,0.0664770707
283.47284,41.33509,6021738,5371,4.84,0.9305,22.087,0.171,6674.86,0.988,0.5674,0.0077421107
283.05292,41.39399,6020929,5801,4.44,1.048,8.017,0.012,1323.34,0.711,0.4471,0.0014968193
299.37604,41.28283,5991079,6093,4.42,1.136,1.537,0.006,2773.7,0.702,0.4376,0.0039037085
297.63623,41.28482,5982901,6105,4.18,1.1398,9.739,0.032,4357.81,1.094,0.6222,0.0032857583
296.22852,41.2706,5976413,6496,4.36,1.2748,3.293,0.046,684.44,0.327,0.2837,0.0139690252
293.82166,41.22023,5966824,5986,4.77,1.1027,5.944,0.075,3871.17,0.838,0.522,0.0126177658
292.98297,41.23297,5963915,6465,4.49,1.2632,2.317,0.005,2858.52,0.9,0.5981,0.0021579629
